Name,Glyph,Character,Category,Description
lesssim;,≲,U+02272,Mathematical Symbols,less-similar
LessSlantEqual;,⩽,U+02A7D,Mathematical Symbols,less-slant-equal
LessTilde;,≲,U+02272,Mathematical Symbols,less-tilde
lfisht;,⥼,U+0297C,Technical Symbols,left-fish
lfloor;,⌊,U+0230A,Technical Symbols,left-floor
Lfr;,𝔏,U+1D50F,Latin Letters,L-fraktur
lfr;,𝔩,U+1D529,Latin Letters,l-fraktur
lg;,≶,U+02276,Mathematical Symbols,less-greater
lgE;,⪑,U+02A91,Mathematical Symbols,less-greater-equal
lHar;,⥢,U+02962,Arrows,left-arrow
lhard;,↽,U+021BD,Arrows,left-arrow
lharu;,↼,U+021BC,Arrows,left-arrow
lharul;,⥪,U+0296A,Arrows,left-arrow
lhblk;,▄,U+02584,Geometric Shapes,lower-half-block
LJcy;,Љ,U+00409,Latin Letters,Cyrillic-LJ
ljcy;,љ,U+00459,Latin Letters,Cyrillic-lj
Ll;,⋘,U+022D8,Mathematical Symbols,less-less
ll;,≪,U+0226A,Mathematical Symbols,less-less
llarr;,⇇,U+021C7,Arrows,left-arrow
llcorner;,⌞,U+0231E,Technical Symbols,left-corner
Lleftarrow;,⇚,U+021DA,Arrows,left-arrow
llhard;,⥫,U+0296B,Arrows,left-arrow
lltri;,◺,U+025FA,Geometric Shapes,left-triangle
Lmidot;,Ŀ,U+0013F,Latin Letters,L-dot
lmidot;,ŀ,U+00140,Latin Letters,l-dot
lmoust;,⎰,U+023B0,Technical Symbols,left-moustache
lmoustache,⎰,U+023B0,Technical Symbols,left-moustache
lnap,⪉,U+02A89,Mathematical Symbols,less-not-approx
lnapprox,⪉,U+02A89,Mathematical Symbols,less-not-approx
lnE,≨,U+02268,Mathematical Symbols,less-not-equal
lne,⪇,U+02A87,Mathematical Symbols,less-not-equal
lneq,⪇,U+02A87,Mathematical Symbols,less-not-equal
lneqq,≨,U+02268,Mathematical Symbols,less-not-equal
lnsim,⋦,U+022E6,Mathematical Symbols,less-not-similar
loang,⟬,U+027EC,Technical Symbols,left-angle
loarr,⇽,U+021FD,Arrows,left-arrow
lobrk,⟦,U+027E6,Technical Symbols,left-bracket
LongLeftArrow,⟵,U+027F5,Arrows,left-arrow
Longleftarrow,⟸,U+027F8,Arrows,left-arrow
longleftarrow,⟵,U+027F5,Arrows,left-arrow
LongLeftRightArrow,⟷,U+027F7,Arrows,left-right-arrow
Longleftrightarrow,⟺,U+027FA,Arrows,left-right-arrow
longleftrightarrow,⟷,U+027F7,Arrows,left-right-arrow
longmapsto,⟼,U+027FC,Arrows,left-mapsto
LongRightArrow,⟶,U+027F6,Arrows,right-arrow
Longrightarrow,⟹,U+027F9,Arrows,right-arrow
longrightarrow,⟶,U+027F6,Arrows,right-arrow
looparrowleft,↫,U+021AB,Arrows,left-arrow-loop
looparrowright,↬,U+021AC,Arrows,right-arrow-loop
lopar,⦅,U+02985,Technical Symbols,left-paren
Lopf,𝕃,U+1D543,Latin Letters,L-double-struck
lopf,𝕝,U+1D55D,Latin Letters,l-double-struck
loplus,⨭,U+02A2D,Mathematical Symbols,plus
lotimes,⨴,U+02A34,Mathematical Symbols,times
lowast,∗,U+02217,Mathematical Symbols,low-asterisk
lowbar,_,U+0005F,Punctuation,underscore
LowerLeftArrow,↙,U+02199,Arrows,left-arrow
LowerRightArrow,↘,U+02198,Arrows,right-arrow
loz,◊,U+025CA,Geometric Shapes,lozenge
lozenge,◊,U+025CA,Geometric Shapes,lozenge
lozf,⧫,U+029EB,Geometric Shapes,lozenge
lpar,(,U+00028,Punctuation,left-paren
lparlt,⦓,U+02993,Technical Symbols,left-paren
lrarr,⇆,U+021C6,Arrows,left-right-arrow
lrcorner,⌟,U+0231F,Technical Symbols,right-corner
lrhar,⇋,U+021CB,Arrows,left-right-arrow
lrhard,⥭,U+0296D,Arrows,left-right-arrow
lrm,‎,U+0200E,Punctuation,left-right-mark
lrtri,⊿,U+022BF,Mathematical Symbols,left-right-triangle
lsaquo,‹,U+02039,Punctuation,left-quote
Lscr,ℒ,U+02112,Latin Letters,L-script
lscr,𝓁,U+1D4C1,Latin Letters,l-script
Lsh,↰,U+021B0,Arrows,left-arrow
lsh,↰,U+021B0,Arrows,left-arrow
lsim,≲,U+02272,Mathematical Symbols,less-similar
lsime,⪍,U+02A8D,Mathematical Symbols,less-similar-equal
lsimg,⪏,U+02A8F,Mathematical Symbols,less-similar-greater
lsqb,[,U+0005B,Punctuation,left-bracket
lsquo,‘,U+02018,Punctuation,left-quote
lsquor,‚,U+0201A,Punctuation,left-quote
Lstrok,Ł,U+00141,Latin Letters,L-stroke
lstrok,ł,U+00142,Latin Letters,l-stroke
LT,<,U+0003C,Mathematical Symbols,less-than
LT,<,U+0003C,Mathematical Symbols,less-than
Lt,≪,U+0226A,Mathematical Symbols,less-than
lt,<,U+0003C,Mathematical Symbols,less-than
lt,<,U+0003C,Mathematical Symbols,less-than
ltcc,⪦,U+02AA6,Mathematical Symbols,less-than-closed
ltcir,⩹,U+02A79,Mathematical Symbols,less-than-circle
ltdot,⋖,U+022D6,Mathematical Symbols,less-than-dot
lthree,⋋,U+022CB,Mathematical Symbols,less-than-three
ltimes,⋉,U+022C9,Mathematical Symbols,less-than-times
ltlarr,⥶,U+02976,Arrows,less-than-arrow
ltquest,⩻,U+02A7B,Mathematical Symbols,less-than-question
ltri,◃,U+025C3,Geometric Shapes,left-triangle
ltrie,⊴,U+022B4,Mathematical Symbols,left-triangle-equal
ltrif,◂,U+025C2,Geometric Shapes,left-triangle
ltrPar,⦖,U+02996,Technical Symbols,left-paren
lurdshar,⥊,U+0294A,Arrows,left-arrow
luruhar,⥦,U+02966,Arrows,left-arrow
lvertneqq,≨︀,U+02268 U+0FE00,Mathematical Symbols,less-than-equal
lvnE,≨︀,U+02268 U+0FE00,Mathematical Symbols,less-than-equal
macr,¯,U+000AF,Punctuation,macron
macr,¯,U+000AF,Punctuation,macron
male,♂,U+02642,Miscellaneous Symbols,male
malt,✠,U+02720,Miscellaneous Symbols,maltese
maltese,✠,U+02720,Miscellaneous Symbols,maltese
Map,⤅,U+02905,Arrows,map
map,↦,U+021A6,Arrows,map
mapsto,↦,U+021A6,Arrows,map
mapstodown,↧,U+021A7,Arrows,map
mapstoleft,↤,U+021A4,Arrows,map
mapstoup,↥,U+021A5,Arrows,map
marker,▮,U+025AE,Geometric Shapes,marker
mcomma,⨩,U+02A29,Mathematical Symbols,comma
Mcy,М,U+0041C,Latin Letters,Cyrillic-M
mcy,м,U+0043C,Latin Letters,Cyrillic-m
mdash,—,U+02014,Punctuation,em-dash
mDDot,∺,U+0223A,Mathematical Symbols,three-dots
measuredangle,∡,U+02221,Mathematical Symbols,measured-angle
MediumSpace, ,U+0205F,Punctuation,medium-space
Mellintrf,ℳ,U+02133,Latin Letters,Mellin-transform
Mfr,𝔐,U+1D510,Latin Letters,M-fraktur
mfr,𝔪,U+1D52A,Latin Letters,m-fraktur
mho,℧,U+02127,Latin Letters,mho
micro,µ,U+000B5,Latin Letters,micro
micro,µ,U+000B5,Latin Letters,micro
mid,∣,U+02223,Mathematical Symbols,mid
midast,*,U+0002A,Mathematical Symbols,asterisk
midcir,⫰,U+02AF0,Mathematical Symbols,mid-circle
middot,·,U+000B7,Punctuation,middle-dot
middot,·,U+000B7,Punctuation,middle-dot
minus,−,U+02212,Mathematical Symbols,minus
minusb,⊟,U+0229F,Mathematical Symbols,minus
minusd,∸,U+02238,Mathematical Symbols,minus
minusdu,⨪,U+02A2A,Mathematical Symbols,minus
MinusPlus,∓,U+02213,Mathematical Symbols,minus-plus
mlcp,⫛,U+02ADB,Mathematical Symbols,mlcp
mldr,…,U+02026,Punctuation,ellipsis
mnplus,∓,U+02213,Mathematical Symbols,minus-plus
models,⊧,U+022A7,Mathematical Symbols,models
Mopf,𝕄,U+1D544,Latin Letters,M-double-struck
mopf,𝕞,U+1D55E,Latin Letters,m-double-struck
mp,∓,U+02213,Mathematical Symbols,minus-plus
Mscr,ℳ,U+02133,Latin Letters,M-script
mscr,𝓂,U+1D4C2,Latin Letters,m-script
mstpos,∾,U+0223E,Mathematical Symbols,mstpos
Mu,Μ,U+0039C,Greek Letters,Mu
mu,μ,U+003BC,Greek Letters,mu
multimap,⊸,U+022B8,Mathematical Symbols,multimap
mumap,⊸,U+022B8,Mathematical Symbols,multimap
nabla,∇,U+02207,Mathematical Symbols,nabla
Nacute,Ń,U+00143,Latin Letters,N-acute
nacute,ń,U+00144,Latin Letters,n-acute
nang,∠⃒,U+02220 U+020D2,Mathematical Symbols,angle
nap,≉,U+02249,Mathematical Symbols,not-approx
napE,⩰̸,U+02A70 U+00338,Mathematical Symbols,not-approx
napid,≋̸,U+0224B U+00338,Mathematical Symbols,not-approx
napos,ŉ,U+00149,Latin Letters,n-apostrophe
napprox,≉,U+02249,Mathematical Symbols,not-approx
natur,♮,U+0266E,Miscellaneous Symbols,natural
natural,♮,U+0266E,Miscellaneous Symbols,natural
naturals,ℕ,U+02115,Latin Letters,naturals
nbsp,&nbsp;,U+000A0,Punctuation,non-breaking-space
nbump,≎̸,U+0224E U+00338,Mathematical Symbols,not-bump
nbumpe,≏̸,U+0224F U+00338,Mathematical Symbols,not-bump
ncap,⩃,U+02A43,Mathematical Symbols,ncap
Ncaron,Ň,U+00147,Latin Letters,N-caron
ncaron,ň,U+00148,Latin Letters,n-caron
Ncedil,Ņ,U+00145,Latin Letters,N-cedilla
ncedil,ņ,U+00146,Latin Letters,n-cedilla
ncong,≇,U+02247,Mathematical Symbols,not-congruent
ncongdot,⩭̸,U+02A6D U+00338,Mathematical Symbols,not-congruent
ncup,⩂,U+02A42,Mathematical Symbols,ncup
Ncy,Н,U+0041D,Latin Letters,Cyrillic-N
ncy,н,U+0043D,Latin Letters,Cyrillic-n
ndash,–,U+02013,Punctuation,en-dash
ne,≠,U+02260,Mathematical Symbols,not-equal
nearhk,⤤,U+02924,Arrows,nearhk
neArr,⇗,U+021D7,Arrows,ne-arrow
nearr,↗,U+02197,Arrows,ne-arrow
nearrow,↗,U+02197,Arrows,ne-arrow
nedot,≐̸,U+02250 U+00338,Mathematical Symbols,not-equal
NegativeMediumSpace,​,U+0200B,Punctuation,negative-medium-space
NegativeThickSpace,​,U+0200B,Punctuation,negative-thick-space
NegativeThinSpace,​,U+0200B,Punctuation,negative-thin-space
NegativeVeryThinSpace,​,U+0200B,Punctuation,negative-very-thin-space
nequiv,≢,U+02262,Mathematical Symbols,not-equivalent
nesear,⤨,U+02928,Arrows,ne-arrow
nesim,≂̸,U+02242 U+00338,Mathematical Symbols,not-similar
NestedGreaterGreater,≫,U+0226B,Mathematical Symbols,nested-greater
NestedLessLess,≪,U+0226A,Mathematical Symbols,nested-less
NewLine,␊,U+0000A,Punctuation,new-line
nexist,∄,U+02204,Mathematical Symbols,not-exist
nexists,∄,U+02204,Mathematical Symbols,not-exist
Nfr,𝔑,U+1D511,Latin Letters,N-fraktur
nfr,𝔫,U+1D52B,Latin Letters,n-fraktur
ngE,≧̸,U+02267 U+00338,Mathematical Symbols,not-greater-equal
nge,≱,U+02271,Mathematical Symbols,not-greater-equal
ngeq,≱,U+02271,Mathematical Symbols,not-greater-equal
ngeqq,≧̸,U+02267 U+00338,Mathematical Symbols,not-greater-equal
ngeqslant,⩾̸,U+02A7E U+00338,Mathematical Symbols,not-greater-equal
nges,⩾̸,U+02A7E U+00338,Mathematical Symbols,not-greater-equal
nGg,⋙̸,U+022D9 U+00338,Mathematical Symbols,not-greater
ngsim,≵,U+02275,Mathematical Symbols,not-greater-similar
nGt,≫⃒,U+0226B U+020D2,Mathematical Symbols,not-greater
ngt,≯,U+0226F,Mathematical Symbols,not-greater
ngtr,≯,U+0226F,Mathematical Symbols,not-greater
nGtv,≫̸,U+0226B U+00338,Mathematical Symbols,not-greater
nhArr,⇎,U+021CE,Arrows,not-left-right-arrow
nharr,↮,U+021AE,Arrows,not-left-right-arrow
nhpar,⫲,U+02AF2,Mathematical Symbols,nhpar
ni,∋,U+0220B,Mathematical Symbols,contains
nis,⋼,U+022FC,Mathematical Symbols,contains
nisd,⋺,U+022FA,Mathematical Symbols,contains
niv,∋,U+0220B,Mathematical Symbols,contains
NJcy,Њ,U+0040A,Latin Letters,Cyrillic-NJ
njcy,њ,U+0045A,Latin Letters,Cyrillic-nj
nlArr,⇍,U+021CD,Arrows,not-left-arrow
nlarr,↚,U+0219A,Arrows,not-left-arrow
nldr,‥,U+02025,Punctuation,ellipsis
nlE,≦̸,U+02266 U+00338,Mathematical Symbols,not-less-equal
nle,≰,U+02270,Mathematical Symbols,not-less-equal
nLeftarrow,⇍,U+021CD,Arrows,not-left-arrow
nleftarrow,↚,U+0219A,Arrows,not-left-arrow
nLeftrightarrow,⇎,U+021CE,Arrows,not-left-right-arrow
nleftrightarrow,↮,U+021AE,Arrows,not-left-right-arrow
nleq,≰,U+02270,Mathematical Symbols,not-less-equal
nleqq,≦̸,U+02266 U+00338,Mathematical Symbols,not-less-equal
nleqslant,⩽̸,U+02A7D U+00338,Mathematical Symbols,not-less-equal
nles,⩽̸,U+02A7D U+00338,Mathematical Symbols,not-less-equal
nless,≮,U+0226E,Mathematical Symbols,not-less
nLl,⋘̸,U+022D8 U+00338,Mathematical Symbols,not-less
nlsim,≴,U+02274,Mathematical Symbols,not-less-similar
nLt,≪⃒,U+0226A U+020D2,Mathematical Symbols,not-less
nlt,≮,U+0226E,Mathematical Symbols,not-less
nltri,⋪,U+022EA,Mathematical Symbols,not-left-triangle
nltrie,⋬,U+022EC,Mathematical Symbols,not-left-triangle-equal
nLtv,≪̸,U+0226A U+00338,Mathematical Symbols,not-less
nmid,∤,U+02224,Mathematical Symbols,not-mid
NoBreak,⁠,U+02060,Punctuation,no-break
NonBreakingSpace,&nbsp;,U+000A0,Punctuation,non-breaking-space
Nopf,ℕ,U+02115,Latin Letters,N-double-struck
nopf,𝕟,U+1D55F,Latin Letters,n-double-struck
Not,⫬,U+02AEC,Mathematical Symbols,not
not,¬,U+000AC,Mathematical Symbols,not
not,¬,U+000AC,Mathematical Symbols,not
NotCongruent,≢,U+02262,Mathematical Symbols,not-congruent
NotCupCap,≭,U+0226D,Mathematical Symbols,not-cup-cap
NotDoubleVerticalBar,∦,U+02226,Mathematical Symbols,not-double-vertical-bar
NotElement,∉,U+02209,Mathematical Symbols,not-element
NotEqual,≠,U+02260,Mathematical Symbols,not-equal
NotEqualTilde,≂̸,U+02242 U+00338,Mathematical Symbols,not-equal-tilde
NotExists,∄,U+02204,Mathematical Symbols,not-exists
NotGreater,≯,U+0226F,Mathematical Symbols,not-greater
NotGreaterEqual,≱,U+02271,Mathematical Symbols,not-greater-equal
NotGreaterFullEqual,≧̸,U+02267 U+00338,Mathematical Symbols,not-greater-equal
NotGreaterGreater,≫̸,U+0226B U+00338,Mathematical Symbols,not-greater
NotGreaterLess,≹,U+02279,Mathematical Symbols,not-greater-less
NotGreaterSlantEqual,⩾̸,U+02A7E U+00338,Mathematical Symbols,not-greater-equal
NotGreaterTilde,≵,U+02275,Mathematical Symbols,not-greater-tilde
NotHumpDownHump,≎̸,U+0224E U+00338,Mathematical Symbols,not-hump-down-hump
NotHumpEqual,≏̸,U+0224F U+00338,Mathematical Symbols,not-hump-equal
notin,∉,U+02209,Mathematical Symbols,not-in
notindot,⋵̸,U+022F5 U+00338,Mathematical Symbols,not-in-dot
notinE,⋹̸,U+022F9 U+00338,Mathematical Symbols,not-in-e
notinva,∉,U+02209,Mathematical Symbols,not-in
notinvb,⋷,U+022F7,Mathematical Symbols,not-in
notinvc,⋶,U+022F6,Mathematical Symbols,not-in
NotLeftTriangle,⋪,U+022EA,Mathematical Symbols,not-left-triangle
NotLeftTriangleBar,⧏̸,U+029CF U+00338,Mathematical Symbols,not-left-triangle-bar
NotLeftTriangleEqual,⋬,U+022EC,Mathematical Symbols,not-left-triangle-equal
NotLess,≮,U+0226E,Mathematical Symbols,not-less
NotLessEqual,≰,U+02270,Mathematical Symbols,not-less-equal
NotLessGreater,≸,U+02278,Mathematical Symbols,not-less-greater
NotLessLess,≪̸,U+0226A U+00338,Mathematical Symbols,not-less
NotLessSlantEqual,⩽̸,U+02A7D U+00338,Mathematical Symbols,not-less-equal
NotLessTilde,≴,U+02274,Mathematical Symbols,not-less-tilde
NotNestedGreaterGreater,⪢̸,U+02AA2 U+00338,Mathematical Symbols,not-nested-greater
NotNestedLessLess,⪡̸,U+02AA1 U+00338,Mathematical Symbols,not-nested-less
notni,∌,U+0220C,Mathematical Symbols,not-contains
notniva,∌,U+0220C,Mathematical Symbols,not-contains
notnivb,⋾,U+022FE,Mathematical Symbols,not-contains
notnivc,⋽,U+022FD,Mathematical Symbols,not-contains
NotPrecedes,⊀,U+02280,Mathematical Symbols,not-precedes
NotPrecedesEqual,⪯̸,U+02AAF U+00338,Mathematical Symbols,not-precedes-equal
NotPrecedesSlantEqual,⋠,U+022E0,Mathematical Symbols,not-precedes
NotReverseElement,∌,U+0220C,Mathematical Symbols,not-contains
NotRightTriangle,⋫,U+022EB,Mathematical Symbols,not-right-triangle
NotRightTriangleBar,⧐̸,U+029D0 U+00338,Mathematical Symbols,not-right-triangle-bar
NotRightTriangleEqual,⋭,U+022ED,Mathematical Symbols,not-right-triangle-equal
NotSquareSubset,⊏̸,U+0228F U+00338,Mathematical Symbols,not-square-subset
NotSquareSubsetEqual,⋢,U+022E2,Mathematical Symbols,not-square-subset-equal
NotSquareSuperset,⊐̸,U+02290 U+00338,Mathematical Symbols,not-square-superset
NotSquareSupersetEqual,⋣,U+022E3,Mathematical Symbols,not-square-superset-equal
NotSubset,⊂⃒,U+02282 U+020D2,Mathematical Symbols,not-subset
NotSubsetEqual,⊈,U+02288,Mathematical Symbols,not-subset-equal
NotSucceeds,⊁,U+02281,Mathematical Symbols,not-succeeds
NotSucceedsEqual,⪰̸,U+02AB0 U+00338,Mathematical Symbols,not-succeeds-equal
NotSucceedsSlantEqual,⋡,U+022E1,Mathematical Symbols,not-succeeds
NotSucceedsTilde,≿̸,U+0227F U+00338,Mathematical Symbols,not-succeeds-tilde
NotSuperset,⊃⃒,U+02283 U+020D2,Mathematical Symbols,not-superset
NotSupersetEqual,⊉,U+02289,Mathematical Symbols,not-superset-equal
NotTilde,≁,U+02241,Mathematical Symbols,not-tilde
NotTildeEqual,≄,U+02244,Mathematical Symbols,not-tilde-equal
NotTildeFullEqual,≇,U+02247,Mathematical Symbols,not-tilde-equal
NotTildeTilde,≉,U+02249,Mathematical Symbols,not-tilde
NotVerticalBar,∤,U+02224,Mathematical Symbols,not-vertical-bar
npar,∦,U+02226,Mathematical Symbols,not-parallel
nparallel,∦,U+02226,Mathematical Symbols,not-parallel
nparsl,⫽⃥,U+02AFD U+020E5,Mathematical Symbols,not-parallel
npart,∂̸,U+02202 U+00338,Mathematical Symbols,not-part
npolint,⨔,U+02A14,Mathematical Symbols,npolint
npr,⊀,U+02280,Mathematical Symbols,not-precedes
nprcue,⋠,U+022E0,Mathematical Symbols,not-precedes
npre,⪯̸,U+02AAF U+00338,Mathematical Symbols,not-precedes-equal
nprec,⊀,U+02280,Mathematical Symbols,not-precedes
npreceq,⪯̸,U+02AAF U+00338,Mathematical Symbols,not-precedes-equal
nrArr,⇏,U+021CF,Arrows,not-right-arrow
nrarr,↛,U+0219B,Arrows,not-right-arrow
nrarrc,⤳̸,U+02933 U+00338,Arrows,not-right-arrow
nrarrw,↝̸,U+0219D U+00338,Arrows,not-right-arrow
nRightarrow,⇏,U+021CF,Arrows,not-right-arrow
nrightarrow,↛,U+0219B,Arrows,not-right-arrow
nrtri,⋫,U+022EB,Mathematical Symbols,not-right-triangle
nrtrie,⋭,U+022ED,Mathematical Symbols,not-right-triangle-equal
nsc,⊁,U+02281,Mathematical Symbols,not-succeeds
nsccue,⋡,U+022E1,Mathematical Symbols,not-succeeds
nsce,⪰̸,U+02AB0 U+00338,Mathematical Symbols,not-succeeds-equal
Nscr,𝒩,U+1D4A9,Latin Letters,N-script
nscr,𝓃,U+1D4C3,Latin Letters,n-script
nshortmid,∤,U+02224,Mathematical Symbols,not-mid
nshortparallel,∦,U+02226,Mathematical Symbols,not-parallel
nsim,≁,U+02241,Mathematical Symbols,not-similar
nsime,≄,U+02244,Mathematical Symbols,not-similar-equal
nsimeq,≄,U+02244,Mathematical Symbols,not-similar-equal
nsmid,∤,U+02224,Mathematical Symbols,not-mid
nspar,∦,U+02226,Mathematical Symbols,not-parallel
nsqsube,⋢,U+022E2,Mathematical Symbols,not-square-subset-equal
nsqsupe,⋣,U+022E3,Mathematical Symbols,not-square-superset-equal
nsub,⊄,U+02284,Mathematical Symbols,not-subset
nsubE,⫅̸,U+02AC5 U+00338,Mathematical Symbols,not-subset-equal
nsube,⊈,U+02288,Mathematical Symbols,not-subset-equal
nsubset,⊂⃒,U+02282 U+020D2,Mathematical Symbols,not-subset
nsubseteq,⊈,U+02288,Mathematical Symbols,not-subset-equal
nsubseteqq,⫅̸,U+02AC5 U+00338,Mathematical Symbols,not-subset-equal
nsucc,⊁,U+02281,Mathematical Symbols,not-succeeds
nsucceq,⪰̸,U+02AB0 U+00338,Mathematical Symbols,not-succeeds-equal
nsup,⊅,U+02285,Mathematical Symbols,not-superset
nsupE,⫆̸,U+02AC6 U+00338,Mathematical Symbols,not-superset-equal
nsupe,⊉,U+02289,Mathematical Symbols,not-superset-equal
nsupset,⊃⃒,U+02283 U+020D2,Mathematical Symbols,not-superset
nsupseteq,⊉,U+02289,Mathematical Symbols,not-superset-equal
nsupseteqq,⫆̸,U+02AC6 U+00338,Mathematical Symbols,not-superset-equal
ntgl,≹,U+02279,Mathematical Symbols,not-greater-less
Ntilde,Ñ,U+000D1,Latin Letters,N-tilde
Ntilde,Ñ,U+000D1,Latin Letters,N-tilde
ntilde,ñ,U+000F1,Latin Letters,n-tilde
ntilde,ñ,U+000F1,Latin Letters,n-tilde
ntlg,≸,U+02278,Mathematical Symbols,not-less-greater
ntriangleleft,⋪,U+022EA,Mathematical Symbols,not-left-triangle
ntrianglelefteq,⋬,U+022EC,Mathematical Symbols,not-left-triangle-equal
ntriangleright,⋫,U+022EB,Mathematical Symbols,not-right-triangle
ntrianglerighteq,⋭,U+022ED,Mathematical Symbols,not-right-triangle-equal
Nu,Ν,U+0039D,Greek Letters,Nu
nu,ν,U+003BD,Greek Letters,nu
num,#,U+00023,Punctuation,number
numero,№,U+02116,Latin Letters,numero
numsp, ,U+02007,Punctuation,number-space
nvap,≍⃒,U+0224D U+020D2,Mathematical Symbols,not-approx
nVDash,⊯,U+022AF,Mathematical Symbols,not-dash
nVdash,⊮,U+022AE,Mathematical Symbols,not-dash
nvDash,⊭,U+022AD,Mathematical Symbols,not-dash
nvdash,⊬,U+022AC,Mathematical Symbols,not-dash
nvge,≥⃒,U+02265 U+020D2,Mathematical Symbols,not-greater-equal
nvgt,>⃒,U+0003E U+020D2,Mathematical Symbols,not-greater
nvHarr,⤄,U+02904,Arrows,not-left-right-arrow
nvinfin,⧞,U+029DE,Technical Symbols,not-infinite
nvlArr,⤂,U+02902,Arrows,not-left-arrow
nvle,≤⃒,U+02264 U+020D2,Mathematical Symbols,not-less-equal
nvlt,<⃒,U+0003C U+020D2,Mathematical Symbols,not-less
nvltrie,⊴⃒,U+022B4 U+020D2,Mathematical Symbols,not-left-triangle-equal
nvrArr,⤃,U+02903,Arrows,not-right-arrow
nvrtrie,⊵⃒,U+022B5 U+020D2,Mathematical Symbols,not-right-triangle-equal
nvsim,∼⃒,U+0223C U+020D2,Mathematical Symbols,not-similar
nwarhk,⤣,U+02923,Arrows,nw-arrow
nwArr,⇖,U+021D6,Arrows,nw-arrow
nwarr,↖,U+02196,Arrows,nw-arrow
nwarrow,↖,U+02196,Arrows,nw-arrow
nwnear,⤧,U+02927,Arrows,nw-arrow
Ó,Oacute,U+000D3,Latin Letters,O-acute
Ó,Oacute,U+000D3,Latin Letters,O-acute
ó,oacute,U+000F3,Latin Letters,o-acute
ó,oacute,U+000F3,Latin Letters,o-acute
oast,⊛,U+0229B,Mathematical Symbols,o-asterisk
ocir,⊚,U+0229A,Mathematical Symbols,o-circle
Ocirc,Ô,U+000D4,Latin Letters,O-circumflex
Ocirc,Ô,U+000D4,Latin Letters,Latin capital letter O with circumflex
ocirc,ô,U+000F4,Latin Letters,Latin small letter o with circumflex
Ocy,О,U+0041E,Latin Letters,Cyrillic capital letter O
ocy,о,U+0043E,Latin Letters,Cyrillic small letter o
odash,⊝,U+0229D,Mathematical Symbols,Circled dash
Odblac,Ő,U+00150,Latin Letters,Latin capital letter O with double acute
odblac,ő,U+00151,Latin Letters,Latin small letter o with double acute
odiv,⨸,U+02A38,Mathematical Symbols,Circled division slash
odot,⊙,U+02299,Mathematical Symbols,Circled dot operator
odsold,⦼,U+029BC,Technical Symbols,Circled ring operator
OElig,Œ,U+00152,Latin Letters,Latin capital ligature OE
oelig,œ,U+00153,Latin Letters,Latin small ligature oe
ofcir,⦿,U+029BF,Technical Symbols,Circled bullet
Ofr,𝔒,U+1D512,Latin Letters,Mathematical Fraktur capital O
ofr,𝔬,U+1D52C,Latin Letters,Mathematical Fraktur small o
ogon,˛,U+002DB,Punctuation,Ogonek
Ograve,Ò,U+000D2,Latin Letters,Latin capital letter O with grave
ograve,ò,U+000F2,Latin Letters,Latin small letter o with grave
ogt,⧁,U+029C1,Technical Symbols,Double-line greater-than sign
ohbar,⦵,U+029B5,Technical Symbols,Circle with horizontal bar
ohm,Ω,U+003A9,Greek Letters,Greek capital letter omega
oint,∮,U+0222E,Mathematical Symbols,Contour integral
olarr,↺,U+021BA,Arrows,Anticlockwise open circle arrow
olcir,⦾,U+029BE,Technical Symbols,Circle with vertical bar
olcross,⦻,U+029BB,Technical Symbols,Circle with superimposed X
oline,‾,U+0203E,Punctuation,Overline
olt,⧀,U+029C0,Technical Symbols,Double-line less-than sign
Omacr,Ō,U+0014C,Latin Letters,Latin capital letter O with macron
omacr,ō,U+0014D,Latin Letters,Latin small letter o with macron
Omega,Ω,U+003A9,Greek Letters,Greek capital letter omega
omega,ω,U+003C9,Greek Letters,Greek small letter omega
Omicron,Ο,U+0039F,Greek Letters,Greek capital letter omicron
omicron,ο,U+003BF,Greek Letters,Greek small letter omicron
omid,⦶,U+029B6,Technical Symbols,Circle with middle dot
ominus,⊖,U+02296,Mathematical Symbols,Circled minus
Oopf,𝕆,U+1D546,Latin Letters,Mathematical double-struck capital O
oopf,𝕠,U+1D560,Latin Letters,Mathematical double-struck small o
opar,⦷,U+029B7,Technical Symbols,Circle with vertical bar
OpenCurlyDoubleQuote,“,U+0201C,Punctuation,Left double quotation mark
OpenCurlyQuote,‘,U+02018,Punctuation,Left single quotation mark
operp,⦹,U+029B9,Technical Symbols,Circle with perpendicular
oplus,⊕,U+02295,Mathematical Symbols,Circled plus
Or,⩔,U+02A54,Mathematical Symbols,Double logical or
or,∨,U+02228,Mathematical Symbols,Logical or
orarr,↻,U+021BB,Arrows,Clockwise open circle arrow
ord,⩝,U+02A5D,Mathematical Symbols,Logical or with middle stem
order,ℴ,U+02134,Latin Letters,Script small o
orderof,ℴ,U+02134,Latin Letters,Script small o
ordf,ª,U+000AA,Latin Letters,Feminine ordinal indicator
ordm,º,U+000BA,Latin Letters,Masculine ordinal indicator
origof,⊶,U+022B6,Mathematical Symbols,Original of
oror,⩖,U+02A56,Mathematical Symbols,Two logical ors
orslope,⩗,U+02A57,Mathematical Symbols,Logical or with horizontal dash
orv,⩛,U+02A5B,Mathematical Symbols,Logical or with vertical bar
oS,Ⓢ,U+024C8,Technical Symbols,Circled Latin capital letter S
Oscr,𝒪,U+1D4AA,Latin Letters,Mathematical script capital O
